Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","98","Croatie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4182.857","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","98","Croatie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","4156.405","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","11257.104","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","11282.723","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","11306.904","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","11324.781","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","11335.104","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11339.254","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11338.134","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","154.817","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","156.794","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","158.422","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","159.847","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","161.052","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","161.997","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","279","Curaçao","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","162.752","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","5610.903","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5638.145","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","5664.196","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5688.695","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","5711.349","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5732.274","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5752.126","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","868.137","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","883.293","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","898.695","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","913.993","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","929.112","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","944.099","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","958.923","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","70.965","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","71.016","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","71.085","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","71.183","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","71.307","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","71.458","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","71.625","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","86422.243","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","88404.646","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","90424.656","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","92442.547","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","94447.073","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","96442.591","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","98423.598","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","6237.923","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","6266.07","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","6295.128","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6325.124","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","6356.143","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6388.126","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","6420.746","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","9141.596","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9197.91","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","9214.175","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9262.9","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","9360.98","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9487.203","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9630.959","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","15474.101","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","15707.474","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","15951.84","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","16212.02","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","16491.116","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","16785.361","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","17084.358","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","3250.1","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","3281.449","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","3311.449","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","3342.818","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","3376.557","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3412.893","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","3452.786","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","47063.06","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","46930.555","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","46777.925","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","46671.926","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","46634.14","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","46647.428","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","46692.858","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1323.159","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1319.062","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","1316.277","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1315.325","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1316.51","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1319.39","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1322.92","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1079.288","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1086.843","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","1095.019","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1104.044","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1113.997","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1124.805","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1136.281","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","314043.885","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","316400.538","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","318673.411","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","320878.31","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","323015.995","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","325084.756","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","327096.265","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","92726.985","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","95385.798","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","98094.265","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","100835.458","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","103603.462","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","106399.924","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","109224.414","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","143993.892","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","144325.449","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","144664.841","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","144985.057","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","145275.383","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","145530.082","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","145734.038","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","865.069","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","865.608","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","866.453","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","868.627","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","872.399","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","877.459","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","883.483","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","5414.77","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5438.982","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","5461.411","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5481.122","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","5497.713","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","5511.371","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5522.576","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","63564.221","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","63893.525","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","64193.55","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","64453.2","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","64667.596","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","64842.509","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","64990.511","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1749.682","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1817.071","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","1883.8","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1947.686","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2007.873","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2064.823","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","2119.275","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","1905.013","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1963.712","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","2024.042","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2085.86","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2149.136","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2213.889","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","2280.094","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","4064.106","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","4048.701","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","4035.311","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4024.183","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","4015.45","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4008.716","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","4002.942","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","25996.45","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","26607.645","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","27224.473","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","27849.205","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","28481.945","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","29121.465","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","29767.102","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","33.646","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","33.692","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","33.725","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","33.736","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","33.737","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","33.728","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","33.718","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","10781.125","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10740.5","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","10701.456","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","10659.75","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","10615.185","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10569.45","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","10522.246","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","107.446","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","108.17","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","108.902","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","109.599","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","110.261","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","110.874","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","111.454","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","85","Groenland","511","Population totale","3010","Population-Estimations","2012","2012","1000 personnes","56.47","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","85","Groenland","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","56.414","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","85","Groenland","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","56.381","X","Sources internationales sûres",""
